scat.rich.m	scat.vol.m	scat.het.m	env.rich.m	env.vol.m	env.het.m	sd.rich.m	sd.vol.m	sd.het.m	rp.rich.m	rp.vol.m	rp.het.m	full.rich.m	full.vol.m	full.het.m	obs.rich	obs.vol	obs.het
90.2	689.23813789	0.4252126903	106.9	748.40850289	0.2759122196	64.2	607.96953328	0.0792955535	80.1	370.10468976	0.0931011715	52.6	600.43664486	0.1592990921	179	507.860335195531	0.300711407361823
86.1	706.10079276	0.4256080699	106.7	764.68367687	0.294023034	68.2	593.85166981	0.0912628959	79.7	387.19411191	0.1123526248	62.4	538.13128539	0.1376500394	124	692.314516129032	0.316165431874685
91.8	687.52562017	0.4261845888	95.7	793.39924704	0.3079790676	73.2	576.70292433	0.1003453489	76	406.23226973	0.1152352934	64.1	523.54339462	0.157236784	113	723.309734513274	0.273458009658651
87.7	684.67335384	0.4258324462	78.1	866.86017058	0.3160112656	75.8	565.19163144	0.0993373871	71.5	433.11893338	0.1155665131	52	612.23866135	0.1694471641	96	769.333333333333	0.227431438686109
89.5	677.629631	0.4228198695	73	881.72253938	0.3121858383	78.2	558.58523832	0.113594709	67.3	471.01870894	0.1333586751	52.2	625.02695989	0.1783064198	88	790.159090909091	0.217942643638006
89.5	657.76191427	0.4242437251	82.4	831.71668384	0.3303193486	80.4	542.77333077	0.1179938741	63.6	493.96591926	0.1314874178	53.6	615.99233375	0.1969354367	84	781.904761904762	0.229161642435637
90.9	690.34605016	0.4256203829	66.2	891.92170424	0.3517990135	83	534.33079137	0.1189659184	60.5	512.38884529	0.1342236959	49	651.43681055	0.2197354415	70	840.285714285714	0.262808860564553
87.3	691.40196652	0.4257565744	62.4	892.06866565	0.3905478644	83	536.35898388	0.1184352084	56.1	536.78548091	0.1445547436	43.1	713.0559618	0.2347975656	66	844.909090909091	0.340500444837728
89.4	682.00425372	0.4243392759	61.8	856.59489136	0.4286071075	82.7	543.73086958	0.1208094605	52.5	546.02606388	0.1384176882	45.2	680.47176196	0.2956536301	53	839.283018867925	0.348017813427828
86.5	654.41259168	0.4231117199	45.8	776.37982542	0.4606028473	83.3	538.66947587	0.1247052267	50.7	568.55633408	0.1380657815	42.8	653.27199684	0.3380741248	40	802.275	0.329858294558866
91.9	676.59290868	0.4248206843	40.5	718.94288802	0.4449572261	82.2	543.8490463	0.1211488012	46.4	603.16425524	0.1296933612	38.7	663.56997986	0.3472551717	33	742.606060606061	0.353343449607699
88.2	710.51652063	0.4250219994	40.4	688.49004978	0.4544625649	82	543.87639769	0.1133443122	43.7	631.87403106	0.1299507295	33.7	656.69342202	0.3398789463	25	698.68	0.361630813325547
89.2	688.5868126	0.4273813532	30.4	711.53470596	0.4310142585	79.6	540.7850526	0.1021890146	40.5	660.23894882	0.1335896789	25.6	670.48125188	0.3353782791	16	706.625	0.137232790203431
89.2	699.20288651	0.42609469	26.4	682.56856172	0.4467933551	77	546.76094923	0.111955516	37.3	687.61409808	0.1303338622	20.6	704.92283199	0.2994047359	14	757.571428571429	0.310224373679386
84.9	678.93878157	0.4258743977	19.8	709.39506988	0.35724119	74.7	548.01131842	0.0990371146	34.7	710.60932076	0.1103652584	16.5	743.20407178	0.2162577833	12	778.833333333333	0.0894860142214705
91.1	687.70107736	0.4237495934	18.6	704.04568584	0.3594355192	70.7	556.36453595	0.0938117882	31.7	743.40436734	0.1064930647	13.9	747.86634921	0.2105747188	13	728	0.0831488377887087
90.4	680.64300596	0.4238535673	17.9	693.73310539	0.2964961556	66.6	572.14606738	0.0886239257	30.2	761.35532076	0.0951734188	12.7	728.41199467	0.2077514782	12	777.25	0.0943303328162426
90.5	672.15607857	0.423864918	18	672.45300495	0.3223632695	62.5	590.82728057	0.0914144044	27.9	780.00075883	0.098299341	11.5	690.09264957	0.1973250737	12	777.25	0.0942090634718746
88.1	653.11253631	0.4256479955	19.3	680.94251652	0.3899383635	56.5	607.86272055	0.06826183	25.9	787.4063523	0.0873345199	11.2	722.36677156	0.2047928631	12	777.25	0.0942068275986476
88	693.08685126	0.423427989	199.8	464.74401811	0.2667788558	51.8	669.3162117	0.0706801864	66.3	411.6743946	0.079940774	88.2	360.5948398	0.0809188333	151	390.986754966887	0.179807508829353
84.6	693.63971882	0.4235229853	170.4	548.79237699	0.2773342289	57.3	631.9645048	0.0683351166	74.1	393.59268568	0.0812572881	90.6	379.2576392	0.0982231108	164	420.585365853659	0.221783728854741
86.5	669.7637926	0.423172672	121.8	701.41831434	0.2843744516	63.4	605.66428013	0.0819983605	78.6	382.45054381	0.0925665448	68.8	493.71277499	0.1283784376	180	485.711111111111	0.277455692339377
88.7	688.4420923	0.424803343	113.8	734.02464402	0.2973103559	67.7	602.11352225	0.0831952311	79.7	391.25255201	0.1064207377	64.5	536.69137785	0.1346144332	152	592.197368421053	0.325446523849924
89	709.00470591	0.4251859053	95.8	801.86165954	0.2882774384	71.7	586.24088784	0.0959717048	78.4	399.7832813	0.1170100014	61.4	564.36494664	0.1488109848	122	705.819672131148	0.307135499839198
86.3	685.04871716	0.4258066406	101.2	771.67976934	0.3081047532	74.2	576.90066486	0.1001946136	75.4	436.38762359	0.1257936609	65.5	540.7956215	0.1705451941	113	729.451327433628	0.274520029016541
85	697.37209517	0.4254953532	79.8	873.60618477	0.320372648	77.7	568.20842826	0.109953802	73.7	448.32636543	0.1336192425	56.3	617.59344711	0.1729478815	91	778.527472527473	0.210536550079927
87.6	673.6595949	0.4244630791	74.6	878.1300059	0.319633945	79.3	560.63974354	0.111628993	68.9	478.56349784	0.1465533618	53.7	637.288704	0.1875026355	84	800.97619047619	0.204846028885905
86.8	675.03270454	0.4247093232	77.7	845.82734572	0.3341825523	83	555.65160628	0.1312132247	64.5	505.36585384	0.1423157911	55.1	626.41281792	0.201191188	81	803.851851851852	0.236949401137436
87.5	708.3541065	0.4278939016	68.1	902.23703476	0.3655504359	84.1	541.24363252	0.118556951	60.3	533.03820084	0.1439736097	49.3	667.25741677	0.2204251869	69	877.884057971014	0.259047255374473
88.5	684.96713866	0.4227882323	59.4	897.96666368	0.3817454618	86.5	536.96741058	0.1271208679	58.8	541.05372363	0.1446552108	41.9	761.71464898	0.2562952431	66	871.393939393939	0.349781102175596
87.5	678.07691763	0.4260175288	58.5	873.03505715	0.4225644065	87.9	534.39432774	0.1397490008	55.3	564.70666831	0.1471496325	41.4	752.68624397	0.2972335198	54	850.722222222222	0.348506528174519
87.6	686.23539979	0.4247479015	51	771.80685796	0.4437683355	88.1	539.03056663	0.1449140644	52.7	581.73971537	0.1455121015	42.9	691.10631242	0.3450325038	41	797.682926829268	0.34483645991932
90.7	685.40703111	0.4253700301	46.6	730.71967878	0.4469849356	84.7	544.41649962	0.1294649874	48.6	608.73220325	0.1319327674	39.5	669.16105352	0.3603860072	34	709.352941176471	0.340155229491382
86.6	687.20198042	0.4242992094	44.4	675.70944808	0.444928899	85.1	538.04088227	0.1322086339	45.9	632.63945824	0.1418635965	34.6	677.51707573	0.3469278479	24	711.25	0.366456487051156
95.6	684.05005541	0.424318329	30.7	655.5026405	0.4082608665	83.5	539.22552711	0.126621924	42	660.03044081	0.1359478315	26.7	677.34283104	0.3296992762	16	706.625	0.124581852934084
88	718.84978603	0.4261056859	23.4	708.35398202	0.3864176672	80.1	550.35304076	0.123425135	38.4	703.75480439	0.1370874122	20.4	712.70585097	0.2784983975	15	722.4	0.119389809850685
88.6	674.36693428	0.4254631248	20.3	693.67044175	0.3651452179	77.8	550.88075165	0.109791318	35.4	723.51238021	0.1171222609	17.4	732.02992306	0.1840298299	13	728	0.0831488377887087
89	688.01531348	0.4258012296	20.9	671.23214691	0.3638882238	72.9	563.45839976	0.1125782898	33.8	731.46536267	0.1045662684	14.6	746.59914567	0.1890326575	13	728	0.0831488377887087
93.5	685.72825783	0.425696661	17.7	681.80720821	0.2959722348	69.8	573.36168616	0.1018268039	31.6	758.68276272	0.0913268752	12.7	721.95920746	0.2065146347	11	829	0.0969748444392044
86.6	681.38834983	0.4253471171	16.3	684.82954844	0.3391677083	64.2	589.36147456	0.1017718453	29	777.84289363	0.1039292532	11.6	705.5171212	0.1604920324	12	777.25	0.0940938310023643
88	698.4261753	0.4248377226	15.3	703.13179776	0.329262503	58.2	622.80134289	0.0815644356	26.6	804.7011966	0.1006631298	10.7	699.44676767	0.1586251554	12	777.25	0.0941964789667945
86.9	691.82503193	0.4272015991	150.9	514.8136884	0.232306497	51.9	680.95213129	0.062490248	66.3	434.54007847	0.0892865551	80.6	403.52743845	0.0925828729	144	415.611111111111	0.201131018751572
88.4	679.20379988	0.4247476228	153.6	571.2282595	0.2505451776	59.7	637.82430013	0.0752187448	74	414.06184837	0.0986911922	88.1	399.99435467	0.1045814172	159	452.823899371069	0.270425664414121
88.6	673.31786638	0.424437613	116.2	662.10776918	0.2720566932	66.2	618.24509165	0.0881520025	78.7	407.27959977	0.1057444909	79.2	452.05782731	0.1202372726	170	531.294117647059	0.305610483080091
90	687.70988203	0.4246332861	99.6	762.36478135	0.2794803846	69.8	613.41182049	0.1049582706	81.5	406.69036115	0.1164121201	71.9	505.19190673	0.1336148538	144	624.527777777778	0.32225895019369
83.2	709.73208068	0.4247391771	95.8	791.49956826	0.2853295835	73.2	588.74005558	0.0978830572	78.4	432.20139905	0.1249629888	66.3	557.55287423	0.1551681596	120	716.691666666667	0.294911702084001
92.9	680.49955742	0.4258086915	95.3	782.80044077	0.3030751712	76.6	582.30523088	0.1062986034	75.6	454.81039402	0.1462278423	66.2	567.33176541	0.1726720548	111	736.297297297297	0.248938854440355
85.4	661.20279876	0.4245179597	77.3	857.67452069	0.3174477252	80.5	568.2364726	0.1208399962	73.1	472.34891432	0.1359299092	59.5	618.72951204	0.1846233065	96	780.458333333333	0.217329712049935
87.8	690.41038093	0.4251272431	66.7	923.02879777	0.3131490727	83.5	556.07526285	0.124430561	68.2	504.24923897	0.1489543027	56.1	639.05903847	0.1919234551	83	818.084337349398	0.208224813853188
88	663.58871827	0.4239365826	73.5	858.85227027	0.3213105589	85.7	556.50492305	0.1387354653	65.6	522.34251239	0.1644814546	56.1	632.82369462	0.2117816769	75	839.933333333333	0.248513539783005
87.9	673.0561551	0.4247567099	62.1	908.03368783	0.3890135924	86.8	552.49156401	0.1417293875	61.2	552.48869283	0.1497406258	50.3	691.12108107	0.2418510526	67	900.582089552239	0.264634149171297
89.6	695.52153785	0.4271079689	59.3	907.59641767	0.3905136745	88.4	548.06780291	0.1346008493	58.6	577.32089956	0.142180005	42.1	767.30813328	0.2645172309	67	853.641791044776	0.338813884624601
90.2	676.66344254	0.4250196706	63.4	879.35532327	0.4156520746	89.5	542.80221425	0.138177355	55.6	581.83435006	0.1476669454	42.1	755.65914407	0.3103537282	57	821.228070175439	0.353743297681342
89.6	704.30133725	0.4259617063	49.1	832.51667344	0.4708618274	90.8	546.48267473	0.148077598	53.7	589.52355335	0.1540717004	42.6	720.04288716	0.353145278	45	749.488888888889	0.335896168825875
86.3	670.67597635	0.4235666562	44.7	761.65119907	0.4667871631	88.5	543.72683602	0.1401901082	51.3	612.72299647	0.1377021643	38.5	718.43961675	0.3467175795	35	745.457142857143	0.359936715072309
85.3	673.05777266	0.4229075488	35	763.96930387	0.4627040957	86.9	541.13283376	0.1284259338	46.9	636.53104294	0.1359887285	33.2	713.93595151	0.3366067595	25	724.32	0.349780248825898
88.1	716.55623098	0.4263853898	29.4	709.72173575	0.4507283295	84.1	552.2238626	0.1342171708	43.3	671.70887622	0.1385035483	26.8	701.23280503	0.3235658629	17	693.764705882353	0.12772796510316
86.4	688.42975983	0.4247554042	21.2	699.0131693	0.3704212875	82.5	555.08915055	0.1316529285	39.7	705.79022944	0.1284110167	20.7	713.13238297	0.2489530983	15	722.4	0.108997804528373
93.1	665.20905487	0.4241007554	19.2	687.76152385	0.3602740975	80	554.4311208	0.1182212654	36.6	734.20628596	0.1382223123	17.4	730.6604386	0.2047799222	12	778.833333333333	0.0894860142214705
90.4	669.50973924	0.4245930093	19.6	678.06044578	0.3467693261	75.8	567.23832653	0.1197845213	34.3	754.48952629	0.1205708858	14.2	712.43946429	0.1899420266	12	778.833333333333	0.0894860142214705
90.1	684.35214134	0.423937597	16.8	696.13443921	0.3296970405	71.5	585.37837527	0.1151068985	31.8	768.03381948	0.1094432565	13.3	714.26035964	0.2483306539	11	829	0.0969748444392044
90.3	683.17007152	0.4252027455	15.4	706.61706349	0.2929204538	65.5	609.08371828	0.1132606147	29.1	792.79509569	0.1131012135	11.9	729.08511155	0.1706540041	11	829	0.0969748444392044
90.8	696.22207961	0.4250138275	19.3	614.58111354	0.3229788089	59.5	625.94330574	0.0864193404	27.6	810.35119362	0.1152171844	11.3	710.81186368	0.1482312152	11	829	0.0969748444392044
93.5	676.43273892	0.4241610805	166.3	508.29164666	0.2498021517	51.8	682.50450436	0.0651261708	64.3	461.66045777	0.1022712655	83.9	402.53158409	0.0999665747	141	435.106382978723	0.209871718464166
89.7	673.30605986	0.4260593257	172	538.63388126	0.2748327037	61.4	643.87086047	0.0928787349	74.6	430.95316955	0.1133399816	92.5	402.94401231	0.1169383904	161	464.496894409938	0.277132189893096
87.1	684.29985188	0.4242125661	127.9	658.8487038	0.2770855876	66.6	629.08014159	0.1053318649	77.4	433.25118209	0.1265391875	90.3	431.15874636	0.1338273401	166	541.614457831325	0.30814197058286
89.9	661.56720381	0.4251527723	104.1	739.13617449	0.2988700513	71	613.69821068	0.1148255922	79.9	430.78582257	0.1281787225	81.5	472.24852998	0.1393519006	140	649.7	0.323803391298832
88.9	666.2485376	0.4224371072	81.2	813.11036222	0.2826525832	75	602.96143943	0.1213386958	78.2	447.5698138	0.1296778972	70.4	544.86803421	0.159614118	127	696.984251968504	0.31319705635373
90.6	712.85955718	0.4256403951	100.7	758.17138164	0.3044260803	79.2	587.05288843	0.1238781184	75.7	465.33483449	0.151144315	70.6	552.34517412	0.1766930387	116	734.922413793103	0.257281745217995
86.7	705.06485258	0.4254152755	80.4	854.83166974	0.3208843918	82.8	573.63001923	0.1285582407	72.5	496.18500946	0.1521510363	61.5	621.08424995	0.1938258883	106	772.188679245283	0.230234933166552
89.5	675.16844978	0.4241391167	71.8	862.99036636	0.3068163511	85.1	562.10673966	0.1371570404	69.6	513.21213922	0.1590711185	59.4	632.18353111	0.2042821656	87	826.241379310345	0.221375475440249
91.5	686.89582081	0.4259847494	73	831.2339631	0.3377457322	88.3	557.42810105	0.1491771482	65.9	544.1016111	0.1618931343	59.4	635.58744131	0.2270646952	75	855.333333333333	0.242393224215707
87.3	682.43618387	0.4260713643	59.9	910.51041217	0.367990441	89.1	556.62894449	0.1531199847	63.2	555.65184291	0.1580532338	51.6	690.5043816	0.247779651	70	890.2	0.2864062116623
92.4	679.89701054	0.4239875301	55.4	931.40092597	0.401576327	90.3	553.00897072	0.1472438016	59.7	577.64372151	0.1570112071	43.3	768.60734041	0.269739414	68	851.132352941176	0.342793337409839
89.3	696.89342782	0.4262158368	61.8	849.86922993	0.4382802379	91.4	547.14885733	0.1494372412	57.4	597.8208699	0.1625174724	45.2	735.11148752	0.321246304	59	806.440677966102	0.343706859720073
87.2	679.87879202	0.422910135	49.9	831.13596387	0.4723490068	91.5	547.34086653	0.1480163538	55.3	609.33892641	0.152390419	43.4	726.69680664	0.3427575511	51	739.274509803922	0.353821666595909
90.2	687.08317661	0.4247033706	39.2	812.48349892	0.4692080911	90.6	551.28235419	0.1512331529	52.6	625.3844345	0.1497040645	38.6	726.91713949	0.3505716336	42	785.619047619048	0.358316134717649
85.9	697.32072207	0.4249877857	33.7	758.68172764	0.4573194551	88	550.56932576	0.1448246953	48.4	653.24099915	0.1466463662	32.2	740.75233617	0.3342410032	23	715.173913043478	0.337516155373239
92	696.18383352	0.4257661772	30.1	765.90080109	0.4533351935	85.2	553.63112562	0.1351270419	44.8	682.60623532	0.1437945865	25	732.21600075	0.2765722199	18	706.444444444444	0.256922320720391
91.2	672.64983939	0.4255486448	21.7	703.20924868	0.3872068214	84.5	558.9081028	0.1306547037	41.5	700.80583794	0.1435063061	20.5	726.42016326	0.2378969235	15	722.4	0.0934391847497025
90.1	683.7609455	0.4253362451	19	676.54128759	0.3464353326	81.5	563.7800931	0.1320697739	38.3	726.55692228	0.1355397324	17.1	723.3330463	0.2004493683	12	778.833333333333	0.0894860142214705
89.2	681.84589012	0.425108857	17.3	695.10991959	0.3282941374	76.9	573.6586171	0.123532235	34.3	754.66317588	0.111656735	14.3	726.72238636	0.1572253754	12	778.833333333333	0.0894860142214705
87.1	695.24730823	0.4270288587	17.2	664.4626911	0.3354680932	74	587.11455561	0.1197327864	32.4	769.39914986	0.1248484092	13.2	729.01949883	0.1904224601	12	778.833333333333	0.0894860142214705
93.3	683.89719293	0.4248297973	15.4	667.60685947	0.2826919507	68.1	614.23108499	0.1076199788	29.8	802.85451037	0.1201441206	12.1	716.39663004	0.1689580791	11	829	0.0969748444392044
89.9	668.60499415	0.4242087611	16.6	677.11420518	0.3180131228	62.5	635.0147086	0.1022525267	27.5	836.03154212	0.1334384529	11.3	694.43087301	0.1363560369	11	829	0.0969748444392044
88.7	691.9219569	0.4261799743	145.7	584.51546725	0.2829668779	62.1	661.85592273	0.1038019329	72.5	458.18644539	0.127475818	93.7	414.01942182	0.1293644886	161	477.72049689441	0.287301084985545
90.2	673.57143304	0.4241512473	109.8	687.04960697	0.2742786552	66.7	646.26249799	0.1164045544	76.6	455.85321311	0.1328519574	89.9	439.56084323	0.142751204	168	525.815476190476	0.314669947079334
87.2	686.9435299	0.4243626196	98.1	742.54906651	0.2812658385	73.6	614.95469119	0.1280390624	77.7	460.43348603	0.1359480183	83.1	481.44347176	0.1575929338	148	632.824324324324	0.328024206056642
86.3	690.47563434	0.4256768726	87.8	785.18363999	0.28688288	77.1	606.30201254	0.1360169131	76.2	475.65566611	0.1427780983	77.6	517.27720913	0.1649346288	147	656.544217687075	0.34077830910327
89.3	662.06118334	0.4246124192	89.7	776.22435362	0.2927731163	80.5	598.4392649	0.1493500996	75.8	489.02767318	0.1563341285	75.1	548.6692188	0.1787264984	123	723.105691056911	0.265222373737057
89.1	676.88715744	0.4238274447	80	831.15585067	0.3117262263	86.1	586.14336217	0.1677000668	71.9	523.40583105	0.1685204852	70	586.07002022	0.2015891805	109	760.220183486239	0.232353679548283
88.9	674.37524871	0.4239848864	70.1	906.90645513	0.3133053331	87.4	575.08467614	0.1521139955	68.3	548.48810746	0.1700392503	62.5	629.22133838	0.2165477432	88	845.409090909091	0.225930338048469
89.3	685.84758182	0.4233187796	72.6	870.48079755	0.328508432	91.1	564.01381307	0.159097118	65.4	559.94865781	0.1643539112	60.5	638.83066831	0.2311258715	79	862.139240506329	0.235901023318575
90.4	683.68132289	0.4243138432	57.9	904.46460962	0.3957851126	90.8	564.49693226	0.1615450728	62.3	572.98480033	0.1672752547	52.9	701.32888934	0.2594839992	74	870.324324324324	0.302242555911551
91.1	681.58932536	0.4235587083	50.4	965.56144644	0.3852666998	92.5	559.11597198	0.1599985716	61	583.19311837	0.163308252	45.9	761.04588311	0.2770793705	71	833.070422535211	0.342315842605666
87.1	697.57653325	0.4267576183	63.1	848.82601937	0.4280574818	92.2	558.04685337	0.1566503411	59.4	597.36205291	0.1593070477	47.2	736.5965708	0.3136588225	57	826.122807017544	0.337263342224973
88.9	681.49770437	0.4222642041	67.2	781.32895144	0.4631883062	93	555.34338533	0.1599453359	55.7	625.12983541	0.1577588905	48	701.32299825	0.3378983603	53	760.11320754717	0.358097037465192
89.7	679.06504552	0.4247927847	38.1	828.73303032	0.4779919193	91.7	558.12934866	0.1561943282	52.6	637.84600057	0.1564213203	38.1	747.76068567	0.3526183268	44	759.863636363636	0.369373443729281
92.6	689.69430769	0.4248623716	30.2	813.57397699	0.4873293865	90.7	560.46428766	0.1591831106	49.8	650.58584432	0.1568024007	31.1	779.59579091	0.3395463967	27	758.037037037037	0.333969720311457
88.1	684.04849585	0.4249894954	25.5	699.27137828	0.4281919883	87.9	553.74108833	0.1441587545	45.7	686.1374545	0.1462728055	24.4	760.86753733	0.2898289662	18	706.444444444444	0.257924939948899
86.2	688.11378366	0.4251995004	20.6	689.31970058	0.3995490808	86.4	564.01844863	0.1456717415	42.9	709.60640121	0.1449233839	20.3	726.44013926	0.2549301004	15	722.4	0.107251890522291
87.9	686.97013511	0.424905743	17.6	674.1245027	0.3197073956	81.1	580.65350619	0.1333707078	39.8	726.09703897	0.1628890787	17.4	714.24284442	0.2184978238	12	778.833333333333	0.0894860142214705
