FID	AI	BIO_1	BIO_12	BIO_15	BIO_4	NPP	PET	Y	X	Dist_km
2318	937	267	183	132	960	81120000000	1985	850	2250	590.2528247
2319	888	246	164	121	1453	1.094E+11	1915	950	2250	579.4749101
2320	892	242	151	116	1771	56720000000	1865	1050	2250	573.4855918
2321	872	233	166	99	2111	53840000000	1757	1150	2250	578.8816295
2322	871	275	173	125	948	65790000000	1872	650	2350	747.118438
2323	771	274	161	134	984	64750000000	1945	750	2350	711.5431135
2324	774	270	156	135	1062	73320000000	1961	850	2350	688.7679176
2325	745	241	149	127	1542	66870000000	1874	950	2350	679.2801671
2326	578	249	116	125	1828	45770000000	1888	1050	2350	673.4392914
2327	1233	233	151	104	2016	36300000000	1795	1150	2350	678.0403352
2328	808	268	147	133	1238	70940000000	1844	850	2450	787.6573439
2329	639	253	133	132	1756	43000000000	1872	950	2450	779.0854241
2330	550	252	112	128	2014	33720000000	1942	1050	2450	773.4049614
2331	710	235	125	106	2198	39040000000	1869	1150	2450	777.4145942
2332	641	252	121	126	2164	36810000000	1945	1050	2550	873.3784915
2333	573	247	104	115	2447	43640000000	1933	1150	2550	876.9311298
2334	173	265	48	90	3269	29110000000	1873	1250	2550	891.7546878
